http://www.wikidata.org/entity/Q1074924,Blaskovo,Блъсково
http://www.wikidata.org/entity/Q1075053,Arkovna,Арковна
http://www.wikidata.org/entity/Q1075170,Goren Chiflik,Горен Чифлик
http://www.wikidata.org/entity/Q1075301,Kamen Dyal,Камен Дял
http://www.wikidata.org/entity/Q1075360,Smirov Dol,Смиров Дол
http://www.wikidata.org/entity/Q1073421,Vidrar,Видрар
http://www.wikidata.org/entity/Q1073427,Milkyovtsi,Милкьовци
http://www.wikidata.org/entity/Q1073445,Banishte,Банище
http://www.wikidata.org/entity/Q1073531,Dolna Vrabcha,Долна Врабча
http://www.wikidata.org/entity/Q1073558,Dolni Romantsi,Долни Романци
http://www.wikidata.org/entity/Q1073625,Belanitsa,Беланица
http://www.wikidata.org/entity/Q1073669,Boboratsi,Бобораци
http://www.wikidata.org/entity/Q1074149,Dokyovtsi,Докьовци
http://www.wikidata.org/entity/Q1074194,Berende,Беренде
http://www.wikidata.org/entity/Q1074214,Gorna Vrabcha,Горна Врабча
http://www.wikidata.org/entity/Q1074247,Vidritsa,Видрица
http://www.wikidata.org/entity/Q1074288,Dolna Melna,Долна Мелна
http://www.wikidata.org/entity/Q1074322,Selishten Dol,Селищен Дол
http://www.wikidata.org/entity/Q1074336,Penkyovtsi,Пенкьовци
http://www.wikidata.org/entity/Q1074387,Gorni Romantsi,Горни Романци
http://www.wikidata.org/entity/Q1076284,Novo Oryahovo,Ново Оряхово
http://www.wikidata.org/entity/Q1076299,Dolna Lipnitsa,Долна Липница
http://www.wikidata.org/entity/Q1076305,Belyakovets,Беляковец
http://www.wikidata.org/entity/Q1076372,Nova Shipka,Нова Шипка
http://www.wikidata.org/entity/Q1076383,Debeli rat,Дебели рът
http://www.wikidata.org/entity/Q1076468,Gorni Tanchevtsi,Горни Танчевци
http://www.wikidata.org/entity/Q1076474,Gorsko Kalugerovo,Горско Калугерово
http://www.wikidata.org/entity/Q1076516,Tutrakantsi,Тутраканци
http://www.wikidata.org/entity/Q1076528,Boychevi kolibi,Бойчеви колиби
http://www.wikidata.org/entity/Q1076550,Balgarsko Slivovo,Българско Сливово
http://www.wikidata.org/entity/Q1076568,Blaskovtsi,Блъсковци
http://www.wikidata.org/entity/Q1076621,Bryagovitsa,Бряговица
http://www.wikidata.org/entity/Q1076660,Voynezha,Войнежа
http://www.wikidata.org/entity/Q1076677,Dolen Enevets,Долен Еневец
http://www.wikidata.org/entity/Q1076689,Gabrovtsi,Габровци
http://www.wikidata.org/entity/Q1076698,Sladka Voda,Сладка Вода
http://www.wikidata.org/entity/Q1076718,Radan Voyvoda,Радан Войвода
http://www.wikidata.org/entity/Q1076721,Delova mahala,Делова махала
http://www.wikidata.org/entity/Q1076804,Badevtsi,Бадевци
http://www.wikidata.org/entity/Q1076819,Asenovo,Асеново
http://www.wikidata.org/entity/Q1076835,Goren Enevets,Горен Еневец
http://www.wikidata.org/entity/Q1076954,Gorna Hadzhiyska,Горна Хаджийска
http://www.wikidata.org/entity/Q1076959,Ilakov Rat,Илаков Рът
http://www.wikidata.org/entity/Q1076965,Dalgi Pripek,Дълги Припек
http://www.wikidata.org/entity/Q1076988,Dolno Shivachevo,Долно Шивачево
http://www.wikidata.org/entity/Q1077009,Dolni Tanchevtsi,Долни Танчевци
http://www.wikidata.org/entity/Q1077091,Novo Gradishte,Ново Градище
http://www.wikidata.org/entity/Q1077136,Krasno Gradishte,Красно Градище
http://www.wikidata.org/entity/Q1077214,Dolni Maryan,Долни Марян
http://www.wikidata.org/entity/Q1077219,Kisyovtsi,Кисьовци
http://www.wikidata.org/entity/Q1077238,Dolni Damyanovtsi,Долни Дамяновци
http://www.wikidata.org/entity/Q1077342,Malki Chiflik,Малки Чифлик
http://www.wikidata.org/entity/Q1077441,Mishemorkov Han,Мишеморков Хан
http://www.wikidata.org/entity/Q1077522,Ovcha Mogila,Овча Могила
http://www.wikidata.org/entity/Q1077674,Cherni Dyal,Черни Дял
http://www.wikidata.org/entity/Q1077698,Rusalya,Русаля
http://www.wikidata.org/entity/Q1077820,General Marinovo,Генерал Мариново
http://www.wikidata.org/entity/Q1078388,Dolni Boshnyak,Долни Бошняк
http://www.wikidata.org/entity/Q1078451,Bela,Бела
http://www.wikidata.org/entity/Q1078481,Dinkovo,Динково
http://www.wikidata.org/entity/Q1078530,Brankovtsi,Бранковци
http://www.wikidata.org/entity/Q1078568,Botevo,Ботево
http://www.wikidata.org/entity/Q1078582,Tsarski Izvor,Царски Извор
http://www.wikidata.org/entity/Q1078593,Bela Rada,Бела Рада
http://www.wikidata.org/entity/Q1078687,Mali Drenovets,Мали Дреновец
http://www.wikidata.org/entity/Q1078692,Baurene,Баурене
http://www.wikidata.org/entity/Q1078706,Golyamo Peshtene,Голямо Пещене
http://www.wikidata.org/entity/Q1078751,Markovo Ravnishte,Марково Равнище
http://www.wikidata.org/entity/Q1078780,Cherno Pole,Черно Поле
http://www.wikidata.org/entity/Q1078798,Gorna Beshovitsa,Горна Бешовица
http://www.wikidata.org/entity/Q1078862,Mayor Uzunovo,Майор Узуново
http://www.wikidata.org/entity/Q1078954,Gorno Peshtene,Горно Пещене
http://www.wikidata.org/entity/Q1079016,Oslen Krivodol,Ослен Криводол
http://www.wikidata.org/entity/Q1079113,Beli Izvor,Бели Извор
http://www.wikidata.org/entity/Q1079177,Tsar Simeonovo,Цар Симеоново
http://www.wikidata.org/entity/Q1079236,Bodenets,Боденец
http://www.wikidata.org/entity/Q1079258,Tri Kladentsi,Три Кладенци
http://www.wikidata.org/entity/Q1079312,Sredni Rat,Средни Рът
http://www.wikidata.org/entity/Q1079503,Malo Peshtene,Мало Пещене
http://www.wikidata.org/entity/Q1079621,Galovo,Галово
http://www.wikidata.org/entity/Q1079677,Dolni Vadin,Долни Вадин
http://www.wikidata.org/entity/Q1085300,Dolna Dabeva,Долна Дъбева
http://www.wikidata.org/entity/Q1085447,Vidintsi,Видинци
http://www.wikidata.org/entity/Q1085625,Aleksandrovo,Александрово
http://www.wikidata.org/entity/Q1085686,Gorska Polyana,Горска Поляна
http://www.wikidata.org/entity/Q1085708,Palauzovo,Палаузово
http://www.wikidata.org/entity/Q1085733,Kostena Reka,Костена Река
http://www.wikidata.org/entity/Q1085758,Vasil Drumev,Васил Друмев
http://www.wikidata.org/entity/Q1085800,Zlatna Niva,Златна Нива
http://www.wikidata.org/entity/Q1085824,Aleksandrovo,Александрово
http://www.wikidata.org/entity/Q1085832,Zaychino Oreshe,Зайчино Ореше
http://www.wikidata.org/entity/Q1085856,Malko Sharkovo,Малко Шарково
http://www.wikidata.org/entity/Q1085925,Valcha Polyana,Вълча Поляна
http://www.wikidata.org/entity/Q1086029,Blagovo,Благово
http://www.wikidata.org/entity/Q1086131,Byal Bryag,Бял Бряг
http://www.wikidata.org/entity/Q1086181,Golyam Dervent,Голям Дервент
http://www.wikidata.org/entity/Q1086335,Voynika,Войника
http://www.wikidata.org/entity/Q1086360,Drentsi,Дренци
http://www.wikidata.org/entity/Q1086373,Konyovets,Коньовец
http://www.wikidata.org/entity/Q1086379,Zhrebino,Жребино
http://www.wikidata.org/entity/Q1086401,Nova Byala Reka,Нова Бяла Река
http://www.wikidata.org/entity/Q1086469,Golyamo Krushevo,Голямо Крушево
http://www.wikidata.org/entity/Q1086481,Mezhda,Межда
http://www.wikidata.org/entity/Q1086497,Dolno Varshilo,Долно Вършило
http://www.wikidata.org/entity/Q1086528,Gorna Dabeva,Горна Дъбева
http://www.wikidata.org/entity/Q1086539,Malak Manastir,Малък Манастир
http://www.wikidata.org/entity/Q1086567,Malko Kirilovo,Малко Кирилово
http://www.wikidata.org/entity/Q1086707,Dobri Voynikovo,Добри Войниково
http://www.wikidata.org/entity/Q1086804,Valchi Izvor,Вълчи Извор
http://www.wikidata.org/entity/Q1086845,Roza,Роза
http://www.wikidata.org/entity/Q1086873,Irechekovo,Иречеково
http://www.wikidata.org/entity/Q1086904,Kapitan Petko,Капитан Петко
http://www.wikidata.org/entity/Q1086910,Varbak,Върбак
http://www.wikidata.org/entity/Q1086941,Vodenichane,Воденичане
http://www.wikidata.org/entity/Q1087118,Krasen Dol,Красен Дол
http://www.wikidata.org/entity/Q1088071,Gorna Birkova,Горна Биркова
http://www.wikidata.org/entity/Q1088468,Osenovets,Осеновец
http://www.wikidata.org/entity/Q2011077,Bashtino,Бащино
http://www.wikidata.org/entity/Q2011169,Asenovets,Асеновец
http://www.wikidata.org/entity/Q2011428,Batsova Mahala,Бацова Махала
http://www.wikidata.org/entity/Q2011441,Batin,Батин
http://www.wikidata.org/entity/Q2011469,Banya,Баня
http://www.wikidata.org/entity/Q2011481,Begovo,Бегово
http://www.wikidata.org/entity/Q2011491,Babuk,Бабук
http://www.wikidata.org/entity/Q2011519,Aprilovo,Априлово
http://www.wikidata.org/entity/Q2011727,Ahmatovo,Ахматово
http://www.wikidata.org/entity/Q2011983,Beli Bryag,Бели Бряг
http://www.wikidata.org/entity/Q2011996,Balyovtsi,Бальовци
http://www.wikidata.org/entity/Q2012018,Belitsa,Белица
http://www.wikidata.org/entity/Q2012069,Bogdanovo,Богданово
http://www.wikidata.org/entity/Q2012134,Bistrentsi,Бистренци
http://www.wikidata.org/entity/Q2012213,Bogomilovo,Богомилово
http://www.wikidata.org/entity/Q2012265,Bivolare,Биволаре
http://www.wikidata.org/entity/Q2012344,Borislav,Борислав
http://www.wikidata.org/entity/Q2012373,Borov Dol,Боров Дол
http://www.wikidata.org/entity/Q2012407,Bozduganovo,Боздуганово
http://www.wikidata.org/entity/Q2012413,Borisovo,Борисово
http://www.wikidata.org/entity/Q2012433,Belyanovo,Беляново
http://www.wikidata.org/entity/Q2012456,Bradvari,Брадвари
http://www.wikidata.org/entity/Q2012475,Bliznets,Близнец
http://www.wikidata.org/entity/Q2013310,Valchan Dol,Вълчан Дол
http://www.wikidata.org/entity/Q2013335,Vargov Dol,Въргов Дол
http://www.wikidata.org/entity/Q2013343,Varbnitsa,Върбница
http://www.wikidata.org/entity/Q2013370,Varbitsa,Върбица
http://www.wikidata.org/entity/Q2013386,Vetren,Ветрен
http://www.wikidata.org/entity/Q2013409,Visoka Polyana,Висока Поляна
http://www.wikidata.org/entity/Q2013454,Golyamo Dolyane,Голямо Доляне
http://www.wikidata.org/entity/Q2013515,Gorna Arda,Горна Арда
http://www.wikidata.org/entity/Q2013527,Golyama Voda,Голяма Вода
http://www.wikidata.org/entity/Q2013544,Glufishevo,Глуфишево
http://www.wikidata.org/entity/Q2013550,Gergevets,Гергевец
http://www.wikidata.org/entity/Q2013560,Golyamo Chochoveni,Голямо Чочовени
http://www.wikidata.org/entity/Q2013567,Golyamo Vranovo,Голямо Враново
http://www.wikidata.org/entity/Q2013577,Gorna Zlatitsa,Горна Златица
http://www.wikidata.org/entity/Q2013586,Golyam Porovets,Голям Поровец
http://www.wikidata.org/entity/Q2013598,Golyamo Tsarkvishte,Голямо Църквище
http://www.wikidata.org/entity/Q2013668,Gorna Hubavka,Горна Хубавка
http://www.wikidata.org/entity/Q2013746,Golyamo Dryanovo,Голямо Дряново
http://www.wikidata.org/entity/Q2013812,Gorno Belevo,Горно Белево
http://www.wikidata.org/entity/Q2013865,Dobreva Cheresha,Добрева Череша
http://www.wikidata.org/entity/Q2013994,Dolna Zlatitsa,Долна Златица
http://www.wikidata.org/entity/Q2014077,Dolno Novkovo,Долно Новково
http://www.wikidata.org/entity/Q2014092,Elyovo,Ельово
http://www.wikidata.org/entity/Q2014116,Dolno Izvorovo,Долно Изворово
http://www.wikidata.org/entity/Q2014178,Dolna Hubavka,Долна Хубавка
http://www.wikidata.org/entity/Q2014196,Dragash Voyvoda,Драгаш Войвода
http://www.wikidata.org/entity/Q2012502,Bikovo,Биково
http://www.wikidata.org/entity/Q2012543,Brestovitsa,Брестовица
http://www.wikidata.org/entity/Q2012564,Brakyovtsi,Бракьовци
http://www.wikidata.org/entity/Q2012585,Botrov,Ботров
http://www.wikidata.org/entity/Q2012592,Bardo,Бърдо
http://www.wikidata.org/entity/Q2012606,Bryastovo,Брястово
http://www.wikidata.org/entity/Q2012669,Badeshte,Бъдеще
http://www.wikidata.org/entity/Q2012768,Breste,Бресте
http://www.wikidata.org/entity/Q2012799,Bardokva,Бърдоква
http://www.wikidata.org/entity/Q2012817,Bukorovtsi,Букоровци
http://www.wikidata.org/entity/Q2012884,Bratya Kunchevi,Братя Кунчеви
http://www.wikidata.org/entity/Q2012908,Bukova Polyana,Букова Поляна
http://www.wikidata.org/entity/Q2012972,Velyovo,Вельово
http://www.wikidata.org/entity/Q2013124,Vodenicharovo,Воденичарово
http://www.wikidata.org/entity/Q2013197,Vrani Kon,Врани Кон
http://www.wikidata.org/entity/Q2013212,Vidrare,Видраре
http://www.wikidata.org/entity/Q2013272,Gaytanevo,Гайтанево
http://www.wikidata.org/entity/Q2014230,Gorni Domlyan,Горни Домлян
http://www.wikidata.org/entity/Q2014266,Dolni Lukovit,Долни Луковит
http://www.wikidata.org/entity/Q2014302,Gorsko Selo,Горско Село
http://www.wikidata.org/entity/Q2014437,Dolno Kozarevo,Долно Козарево
http://www.wikidata.org/entity/Q2014444,Ekzarh Yosif,Екзарх Йосиф
http://www.wikidata.org/entity/Q2014489,Gorno Ablanovo,Горно Абланово
http://www.wikidata.org/entity/Q2014507,Dlazhka Polyana,Длъжка Поляна
http://www.wikidata.org/entity/Q2014633,Dve Topoli,Две Тополи
http://www.wikidata.org/entity/Q2014666,Dolni Vit,Долни Вит
http://www.wikidata.org/entity/Q2014700,Gorno Kozarevo,Горно Козарево
http://www.wikidata.org/entity/Q2014722,Dolna Studena,Долна Студена
http://www.wikidata.org/entity/Q2014790,Dolno Novo Selo,Долно Ново Село
http://www.wikidata.org/entity/Q2015170,Gorno Botevo,Горно Ботево
http://www.wikidata.org/entity/Q2015182,Daskal-atanasovo,Даскал-атанасово
http://www.wikidata.org/entity/Q2015205,Gorno Novkovo,Горно Новково
http://www.wikidata.org/entity/Q2015214,Zhelyu Voyvoda,Желю Войвода
http://www.wikidata.org/entity/Q2015833,Krushev Dol,Крушев Дол
http://www.wikidata.org/entity/Q2015849,Kozar Belenea,Козар Белене
http://www.wikidata.org/entity/Q2015990,Zhalt Bryag,Жълт Бряг
http://www.wikidata.org/entity/Q2016261,Isyovtsi,Исьовци
http://www.wikidata.org/entity/Q2016330,Zhalt Kamak,Жълт Камък
http://www.wikidata.org/entity/Q2016452,Zlati Voyvoda,Злати Войвода
http://www.wikidata.org/entity/Q2016541,Kulina Voda,Кулина Вода
http://www.wikidata.org/entity/Q2016549,Ivan Shishmanovo,Иван Шишманово
http://www.wikidata.org/entity/Q2016770,Zlatovrah,Златовръх
http://www.wikidata.org/entity/Q2016815,Kara Mihal,Кара Михал
http://www.wikidata.org/entity/Q2016912,Zelena Morava,Зелена Морава
http://www.wikidata.org/entity/Q2017257,Kyolmen,Кьолмен
http://www.wikidata.org/entity/Q2017308,Malko Krushevo,Малко Крушево
http://www.wikidata.org/entity/Q2017345,Lyubenova Mahala,Любенова Махала
http://www.wikidata.org/entity/Q2017420,Malki Iskar,Малки Искър
http://www.wikidata.org/entity/Q2017444,Malko Yonkovo,Малко Йонково
http://www.wikidata.org/entity/Q2017465,Lavino,Лъвино
http://www.wikidata.org/entity/Q2017490,Malko Vranovo,Малко Враново
http://www.wikidata.org/entity/Q2017496,Lyubichevo,Любичево
http://www.wikidata.org/entity/Q2017520,Malka Cherkovna,Малка Черковна
http://www.wikidata.org/entity/Q2017629,Malka Vereya,Малка Верея
http://www.wikidata.org/entity/Q2017637,Malko Kadievo,Малко Кадиево
http://www.wikidata.org/entity/Q2017714,Mala Rakovitsa,Мала Раковица
http://www.wikidata.org/entity/Q2017722,Malko Dryanovo,Малко Дряново
http://www.wikidata.org/entity/Q2017781,Lyaskovo,Лясково
http://www.wikidata.org/entity/Q2017835,Malko Tranovo,Малко Тръново
http://www.wikidata.org/entity/Q2017844,Malko Chochoveni,Малко Чочовени
http://www.wikidata.org/entity/Q2017854,Malo Krushevo,Мало Крушево
http://www.wikidata.org/entity/Q2017921,Malak Porovets,Малък Поровец
http://www.wikidata.org/entity/Q2017962,Manolovo,Манолово
http://www.wikidata.org/entity/Q2018064,Manaselska Reka,Манаселска Река
http://www.wikidata.org/entity/Q2018077,Marino Pole,Марино Поле
http://www.wikidata.org/entity/Q2018323,Medovene,Медовене
http://www.wikidata.org/entity/Q2018408,Mechovo,Мечово
http://www.wikidata.org/entity/Q2018464,Malak Dol,Малък Дол
http://www.wikidata.org/entity/Q2018563,Novi Izvor,Нови Извор
http://www.wikidata.org/entity/Q2018613,Polkovnik Cholakovo,Полковник Чолаково
